States,District,Cities,Latitude,Longitude,Sample_Population,ISO,ISO_district,Date
"Sarawak","Miri","Miri",3.7495,113.7874,5846,"MY-13","MY-13.19",2015-01-16 00:00:00
"Sarawak","Miri","Miri",4.5411,114.1185,4744,"MY-13","MY-13.19",2015-01-17 00:00:00
"Sarawak","Miri","Miri",4.3088,114.0175,2374,"MY-13","MY-13.19",2015-01-18 00:00:00
"Sarawak","Miri","Miri",4.3967,113.9931,5413,"MY-13","MY-13.19",2015-01-19 00:00:00
"Sarawak","Miri","Miri",4.4011,113.992,5794,"MY-13","MY-13.19",2015-01-20 00:00:00
"Sarawak","Mukah","Mukah",2.9047,112.2649,3958,"MY-13","MY-13.20",2015-01-21 00:00:00
"Sarawak","Mukah","Mukah",2.8395,112.049,2979,"MY-13","MY-13.20",2015-01-22 00:00:00
"Sarawak","Mukah","Mukah",2.7778,112.3116,2068,"MY-13","MY-13.20",2015-01-23 00:00:00
"Sarawak","Mukah","Mukah",2.6077,112.2148,4309,"MY-13","MY-13.20",2015-01-24 00:00:00
"Sarawak","Mukah","Mukah",2.8973,112.0893,2974,"MY-13","MY-13.20",2015-01-25 00:00:00
"Sarawak","Mukah","Mukah",2.8949,112.0915,8052,"MY-13","MY-13.20",2015-01-26 00:00:00
"Sarawak","Pakan","Pakan",1.7615,111.6857,8665,"MY-13","MY-13.21",2015-02-02 00:00:00
"Sarawak","Pakan","Pakan",1.8603,111.7081,4779,"MY-13","MY-13.21",2015-02-03 00:00:00
"Sarawak","Pakan","Pakan",1.9042,111.5955,8774,"MY-13","MY-13.21",2015-02-04 00:00:00
"Sarawak","Pakan","Pakan",1.9708,111.6848,1059,"MY-13","MY-13.21",2015-02-05 00:00:00
"Sarawak","Pakan","Pakan",1.8952,111.6804,4667,"MY-13","MY-13.21",2015-02-06 00:00:00
"Sarawak","Pakan","Pakan",1.8941,111.6798,8774,"MY-13","MY-13.21",2015-02-07 00:00:00
"Sarawak","Samarahan","Samarahan",1.4381,110.4571,6361,"MY-13","MY-13.22",2015-02-08 00:00:00
"Sarawak","Samarahan","Samarahan",1.4893,110.4073,7284,"MY-13","MY-13.22",2015-02-09 00:00:00
"Sarawak","Samarahan","Samarahan",1.4605,110.6323,4167,"MY-13","MY-13.22",2015-02-10 00:00:00
"Sarawak","Samarahan","Samarahan",1.3823,110.4359,3740,"MY-13","MY-13.22",2015-02-11 00:00:00
"Sarawak","Samarahan","Samarahan",1.4598,110.4955,4069,"MY-13","MY-13.22",2015-02-12 00:00:00
"Sarawak","Samarahan","Samarahan",1.4592,110.477,7270,"MY-13","MY-13.22",2015-02-13 00:00:00
"Sarawak","Saratok","Saratok",1.7486,111.3362,3932,"MY-13","MY-13.23",2015-02-14 00:00:00
"Sarawak","Saratok","Saratok",1.7513,111.3026,1177,"MY-13","MY-13.23",2015-02-15 00:00:00
"Sarawak","Saratok","Saratok",1.7159,111.3008,5870,"MY-13","MY-13.23",2015-02-16 00:00:00
"Sarawak","Saratok","Saratok",1.7913,111.3121,5787,"MY-13","MY-13.23",2015-02-17 00:00:00
"Sarawak","Saratok","Saratok",1.7384,111.3377,3929,"MY-13","MY-13.23",2015-02-18 00:00:00
"Sarawak","Saratok","Saratok",1.753,111.3414,4991,"MY-13","MY-13.23",2015-02-19 00:00:00
"Sarawak","Sarikei","Sarikei",2.1179,111.5693,6528,"MY-13","MY-13.24",2015-02-20 00:00:00
"Sarawak","Sarikei","Sarikei",2.0315,111.5108,4978,"MY-13","MY-13.24",2015-02-21 00:00:00
"Sarawak","Sarikei","Sarikei",2.0919,111.3727,3930,"MY-13","MY-13.24",2015-02-22 00:00:00
"Sarawak","Sarikei","Sarikei",2.1192,111.528,2862,"MY-13","MY-13.24",2015-02-23 00:00:00
"Sarawak","Sarikei","Sarikei",2.1312,111.5221,1508,"MY-13","MY-13.24",2015-02-24 00:00:00
"Sarawak","Sarikei","Sarikei",2.1304,111.5247,7063,"MY-13","MY-13.24",2015-02-25 00:00:00
"Sarawak","Selagau","Selangau",2.5243,112.325,6563,"MY-13","MY-13.25",2015-02-26 00:00:00
"Sarawak","Selagau","Selangau",2.5225,112.3261,2698,"MY-13","MY-13.25",2015-02-27 00:00:00
"Sarawak","Selagau","Selangau",2.5231,112.327,1911,"MY-13","MY-13.25",2015-02-28 00:00:00
"Sarawak","Selagau","Selangau",2.5251,112.3256,7149,"MY-13","MY-13.25",2015-03-01 00:00:00
"Sarawak","Selagau","Selangau",2.5232,112.3258,1725,"MY-13","MY-13.25",2015-03-02 00:00:00
"Sarawak","Selagau","Selangau",2.5246,112.3262,7127,"MY-13","MY-13.25",2015-03-03 00:00:00
"Sarawak","Serian","Serian",1.2155,110.5741,8575,"MY-13","MY-13.26",2015-03-04 00:00:00
"Sarawak","Serian","Serian",1.164,110.6538,7127,"MY-13","MY-13.26",2015-03-05 00:00:00
"Sarawak","Serian","Serian",1.2628,110.5391,5420,"MY-13","MY-13.26",2015-03-06 00:00:00
"Sarawak","Serian","Serian",1.0507,110.5796,5749,"MY-13","MY-13.26",2015-03-07 00:00:00
"Sarawak","Serian","Serian",1.1672,110.5664,1052,"MY-13","MY-13.26",2015-03-08 00:00:00
"Sarawak","Serian","Serian",1.1731,110.5672,2834,"MY-13","MY-13.26",2015-03-09 00:00:00
"Sarawak","Sibu","Sibu",2.3027,111.8864,3215,"MY-13","MY-13.27",2015-03-10 00:00:00
"Sarawak","Sibu","Sibu",2.3315,111.6969,8327,"MY-13","MY-13.27",2015-03-11 00:00:00
"Sarawak","Sibu","Sibu",2.4632,111.8946,6576,"MY-13","MY-13.27",2015-03-12 00:00:00
"Sarawak","Sibu","Sibu",2.1284,111.9029,8911,"MY-13","MY-13.27",2015-03-13 00:00:00
"Sarawak","Sibu","Sibu",2.2931,111.842,2717,"MY-13","MY-13.27",2015-03-14 00:00:00
"Sarawak","Sibu","Sibu",2.2956,111.824,6375,"MY-13","MY-13.27",2015-03-15 00:00:00
"Sarawak","Simunjan","Simunjan",1.0871,110.8881,7177,"MY-13","MY-13.28",2015-03-16 00:00:00
"Sarawak","Simunjan","Simunjan",1.0823,110.9633,6399,"MY-13","MY-13.28",2015-03-17 00:00:00
"Sarawak","Simunjan","Simunjan",1.1973,110.9248,2342,"MY-13","MY-13.28",2015-03-18 00:00:00
"Sarawak","Simunjan","Simunjan",1.2381,110.7714,8943,"MY-13","MY-13.28",2015-03-19 00:00:00
"Sarawak","Simunjan","Simunjan",1.186,110.9033,8258,"MY-13","MY-13.28",2015-03-20 00:00:00
"Sarawak","Simunjan","Simunjan",1.1246,110.9326,7688,"MY-13","MY-13.28",2015-03-21 00:00:00
"Sarawak","Song","Song",1.7051,112.7747,1603,"MY-13","MY-13.29",2015-03-22 00:00:00
"Sarawak","Song","Song",1.8396,112.7143,1105,"MY-13","MY-13.29",2015-03-23 00:00:00
"Sarawak","Song","Song",2.0002,112.5413,1879,"MY-13","MY-13.29",2015-03-24 00:00:00
"Sarawak","Song","Song",1.6475,112.6978,7662,"MY-13","MY-13.29",2015-03-25 00:00:00
"Sarawak","Song","Song",2.0005,112.549,8292,"MY-13","MY-13.29",2015-03-26 00:00:00
"Sarawak","Song","Song",2.0075,112.5482,3963,"MY-13","MY-13.29",2015-03-27 00:00:00
"Sarawak","Sri Aman","Sri Aman",1.1862,111.4494,8091,"MY-13","MY-13.30",2015-03-28 00:00:00
"Sarawak","Sri Aman","Sri Aman",1.2713,111.3821,5303,"MY-13","MY-13.30",2015-03-29 00:00:00
"Sarawak","Sri Aman","Sri Aman",1.2967,111.4906,2416,"MY-13","MY-13.30",2015-03-30 00:00:00
"Sarawak","Sri Aman","Sri Aman",1.2027,111.5146,3304,"MY-13","MY-13.30",2015-03-31 00:00:00
"Sarawak","Sri Aman","Sri Aman",1.2307,111.4561,2985,"MY-13","MY-13.30",2015-04-01 00:00:00
"Sarawak","Sri Aman","Sri Aman",1.2341,111.4634,4391,"MY-13","MY-13.30",2015-04-02 00:00:00
"Sarawak","Tatau","Tatau",2.8711,112.8515,3752,"MY-13","MY-13.31",2015-04-03 00:00:00
"Sarawak","Tatau","Tatau",2.8888,112.8486,7473,"MY-13","MY-13.31",2015-04-04 00:00:00
"Sarawak","Tatau","Tatau",2.9105,112.8581,1729,"MY-13","MY-13.31",2015-04-05 00:00:00
"Sarawak","Tatau","Tatau",3.0045,112.8478,7972,"MY-13","MY-13.31",2015-04-06 00:00:00
"Sarawak","Tatau","Tatau",2.8804,112.8545,7376,"MY-13","MY-13.31",2015-04-07 00:00:00
"Sarawak","Tatau","Tatau",2.8779,112.8506,2228,"MY-13","MY-13.31",2015-04-08 00:00:00
